"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1962149667237417087","Sun Aug 31 23:01:54 +0000 2025","0","@DeliaRamadhan18 @akubucindonat @jadidinosaur @tanyarlfes ini tuh beneran cuma asbunkan. karna beliau orang yg ga mau salah dan kalah program ini tetep jalan walau belum dikaji lebih lanjut. ini program bagus tapi blum bisa dilaksanakan pada saat ini ka. jadi cuma buang2 anggaran yg seharusnya bisa dialokasikan ke pendidikan","1962289773093253444","","xxxnttta","in","","0","2","0","https://x.com/undefined/status/1962289773093253444","1142463252091195392",
"1962289375875866836","Sun Aug 31 23:00:19 +0000 2025","0","Selamat pagi semuanya~ Tarot open. Yuk cari tahu tentang percintaan pendidikan dan karir kamu lewat jasa baca tarot. Bisa langsung kontak ke telegram untuk reading. #zonauang https://t.co/j6w5M4VcDm","1962289375875866836","https://pbs.twimg.com/media/GztzyJlaIAANZuI.jpg","","in","","0","0","0","https://x.com/undefined/status/1962289375875866836","1120684088950542336",
"1962289304761401674","Sun Aug 31 23:00:02 +0000 2025","2","Staf Khusus Gubernur DKI Jakarta Bidang Komunikasi Chico Hakim menjelaskan satuan pendidikan yang tidak terdampak langsung atau tidak berada di lokasi rawan juga diberikan pilihan untuk melaksanakan kegiatan belajar mengajar dari jarak jauh. https://t.co/1NUXMvVt3X","1962289304761401674","","","in","","1","0","2","https://x.com/undefined/status/1962289304761401674","68930552",
"1962288510221914602","Sun Aug 31 22:56:53 +0000 2025","0","daridulu sama2 ikut skena punk masih konsisten punk ngetai2in yang harus sedikit meninggalkan skena punk karena kebutuhan pendidikan sekarang milih 02 dan memilih diam untuk hal seperti ini punknya kok sekedar fashion doang.","1962288510221914602","","","in","","0","0","0","https://x.com/undefined/status/1962288510221914602","1150072234033106945",
"1962288426734293285","Sun Aug 31 22:56:33 +0000 2025","0","Gilllaaaa Indonesia ketinggalan jauh dan akan semakin tertinggal jdi wajar kalao banyak daerah ingin berpisah dari Indonesia karena sekian tahun pembangunan tak menyentuh hal yg paling mendasar pendidikan dan kesehatan....","1962288426734293285","","","in","","0","0","0","https://x.com/undefined/status/1962288426734293285","1191146621926400000",
"1962221757231956108","Sun Aug 31 22:53:32 +0000 2025","0","@KotaNusantara Presiden Prabowo sadar pendidikan adalah kunci lepas dari kemiskinan","1962287670253817947","","KotaNusantara","in","","0","0","0","https://x.com/undefined/status/1962287670253817947","1709418874926739456",
"1962134084580503554","Sun Aug 31 22:51:10 +0000 2025","0","@dhimmy @KAI121 ternyata harus pakai pendidikan yg sesuai sama yg formasi minta. contoh formasi polsuska min pendidikan SLTA nah baru jurusannya keluar kak","1962287074901729326","","dhimmy","in","","0","0","0","https://x.com/undefined/status/1962287074901729326","1492180254655336450",
"1962286935294235006","Sun Aug 31 22:50:37 +0000 2025","7","Warisan Budaya Takbenda/WBTb UNESCO Indonesia: Keris; Wayang (Kulit/Golek/Klitik); Batik Canting/Cap; Pendidikan Pelatihan Batik; Angklung; Saman; Noken; Tiga Genre Tari Tradisional Bali; Pinisi; Pencak Silat; Pantun; Gamelan; Budaya Sehat Jamu; Reog Ponorogo; Kebaya; Kolintang.","1962286935294235006","","","in","","0","0","0","https://x.com/undefined/status/1962286935294235006","1584150314944692224",
"1962286923659313212","Sun Aug 31 22:50:34 +0000 2025","7","Warisan Budaya Tidak Ketara UNESCO Indonesia: Keris; Wayang (Kulit Golek Klitik); Batik (Canting Cap); Pendidikan dan Pelatihan Batik; Angklung; Saman; Noken; Tiga Genre Tari Tradisional di Bali; Pinisi; Pencak Silat; Pantun; Gamelan; Jamu; Reog Ponorogo; Kebaya; Kolintang.","1962286923659313212","","","in","","0","0","0","https://x.com/undefined/status/1962286923659313212","1584150314944692224",
"1962286259650621792","Sun Aug 31 22:47:56 +0000 2025","0","cepat sembuh Indonesia ku ️‍ pendidikan dilakukan pembelajaran daring sekarang selama 3 hari https://t.co/futwZltB0t","1962286259650621792","https://pbs.twimg.com/media/Gztw8-raEAAfAzr.jpg","","in","","0","0","0","https://x.com/undefined/status/1962286259650621792","1431215763881279494",
"1962145903671988294","Sun Aug 31 22:46:37 +0000 2025","3","@CNNIndonesia Hasil ekspor sda kemana aja Bos rakyat kok tidak merasakan apa apa. Malah rakyat masih dipajaki. Rakyat apa apa masih harus bayar pendidikan dan kesehatan itu hak rakyat 100% gratis. Jangan dikira rakyat tidak mengerti ","1962285928350884011","","CNNIndonesia","in","","0","0","0","https://x.com/undefined/status/1962285928350884011","1452061770672066562",
"1962285122167947584","Sun Aug 31 22:43:25 +0000 2025","0","apakah adil anak koruptor bisa dapet pendidikan bagus sampe ke luar negeri makan enak tiap hari foya-foya terus pamer di sosmed ketika anak-anak yang lain pada kelaparan pada engga bisa sekolah? kalau mereka bisa ikut nikmatin berarti adil juga buat mereka ikut menderita.","1962285122167947584","","","in","","0","0","0","https://x.com/undefined/status/1962285122167947584","1842818303808749568",
"1962285052114743799","Sun Aug 31 22:43:08 +0000 2025","0","Sementara antek-antek asing mau nguasain indo aja mikir2 walaupun SDAnya menggoda tp imo gambling bgt sda gede sdm yg begitulah (dan itu akibat ulah pemerintah yg gak majuin pendidikan &amp;kesehatan) jadinya boro2 anjir di wts juga gak laku","1962285052114743799","","","in","","0","1","0","https://x.com/undefined/status/1962285052114743799","1404908089468362752",
"1961504740854141385","Sun Aug 31 22:42:28 +0000 2025","0","@brfelindra Presiden Prabowo semangat banget memajukan pendidikan lewat akses internet 100 Mbps keren abis","1962284882476081554","","brfelindra","in","","0","0","0","https://x.com/undefined/status/1962284882476081554","1843214808759562240",
